Time (s),Position Error (m),X Error (m),Y Error (m),Theta Error (deg),Uncertainty X (m),Uncertainty Y (m),Uncertainty Theta (deg),Landmarks Mapped,Landmarks Detected,Loop Closures,Laps Completed
0.0,0.0,0.0,0.0,0.0,0.8660254037844386,0.8697715217228028,18.689317687953448,0,4,0,0
0.017,0.0,0.0,0.0,0.0,1.0,1.013126921959929,19.24319506426427,4,4,0,0
0.034,0.0,0.0,0.0,0.0,1.118033988749895,1.1448158367178538,19.781570132863568,4,4,0,0
0.051000000000000004,0.18234639184396872,-0.17085372319313308,-0.06371194463802254,1.4192601445625226,0.9698402200972862,1.1375646056067659,2.352090595444121,4,4,0,0
0.068,0.18090083059706905,-0.1709084833605914,-0.059290815697643495,1.4192601445625226,1.0911395918254863,1.2393795322560306,5.151921079485966,4,4,0,0
0.085,0.16957310483418345,0.0006471315863336713,-0.1695718700251163,0.011940453891319506,0.9692339739154443,1.1267816437475915,2.0479766740390715,4,4,0,0
0.10200000000000001,0.16953590564872162,0.0006471277101525175,-0.16953467058350924,0.011940453891319506,1.090602805559934,1.2300459175746785,5.020375394079938,4,4,0,0
0.11900000000000001,0.39145608976896945,0.0030297463811876924,0.39144436495379153,0.266339258859315,0.969224452141688,1.0716391837987083,1.7449758622141356,4,4,0,0
0.136,0.3926413955875604,0.003026991299307724,0.39262972741836677,0.266339258859315,1.0905944076476617,1.1799465295639773,4.9045796353800934,4,4,0,0
0.15300000000000002,0.3960264070379626,-0.036690835413637046,0.3943230879216273,2.199686306385083,0.9694787502634106,1.040961253441067,1.5567479537065692,4,4,0,0
0.17000000000000004,0.40578985392168154,-0.036878738138696576,0.4041105841463164,2.199686306385083,1.09082568396464,1.1529353920210554,4.840808282864005,4,4,0,0
0.18700000000000006,0.387838965544009,-0.05874729732737194,0.38336381969478595,1.2630933591575049,0.969312675111321,1.028421835893016,1.4764842849935962,4,4,0,0
0.20400000000000007,0.3934053399201748,-0.058809258301209866,0.38898487453340636,1.2630933591575049,1.0906748870755518,1.141935580575161,4.815596171182568,4,4,0,0
0.22100000000000009,0.41203059857779023,-0.12962711356280465,0.3911087132674851,-1.6801812036140715,0.9692077996004542,1.021256215753434,1.4409091677061472,4,4,0,0
0.2380000000000001,0.4049754633592523,-0.1297367477601341,0.38363198798283804,-1.6801812036140717,1.0905774998625637,1.1356486967228612,4.804807995087294,4,4,0,0
0.2550000000000001,0.08099832351373429,-0.07560495671452827,0.029062328403448134,2.6058605594208353,0.9691022529346137,1.0182197017286638,1.4146973195984056,4,4,0,0
0.27200000000000013,0.08607530085281528,-0.07586864595079135,0.04065594641004111,2.6058605594208353,1.0904878374131874,1.1330013898276619,4.797012523034944,4,4,0,0
0.28900000000000015,0.3254458208129946,-0.04530902781115742,0.322276394238628,-0.9416372943554222,0.9690970755756766,1.0106259871713934,1.3688002774652348,4,4,0,0
0.30600000000000016,0.3213013676992372,-0.04534346458403604,0.3180857417504228,-0.9416372943554222,1.0904807415566193,1.1263628840411133,4.7836779615337885,4,4,0,0
0.3230000000000002,0.17974853054835888,-0.15267653731555697,0.0948652158993255,-0.5972732907806293,0.969129488945531,1.0053498586956275,1.3383307940899427,4,4,0,0
0.3400000000000002,0.17837178924338928,-0.15269039233614023,0.09220704575098182,-0.5972732907806292,1.0905095207564346,1.1217579988885367,4.7750486860852615,4,4,0,0
0.3570000000000002,0.015088653013008418,-0.014981657839229001,-0.0017937051416652139,2.8946816226422434,0.9691330383138699,0.9950164127807274,1.235387577416477,4,4,0,0
0.3740000000000002,0.01889859423752891,-0.015307025323821222,0.011083854920137526,2.8946816226422434,1.0905127904023921,1.1128051124058937,4.747224779437994,4,4,0,0
0.39100000000000024,0.2297709372837474,-0.018770867209639164,0.229002921737802,0.8843059726344356,0.9691704695235503,0.9894756709554103,1.181836086004047,4,4,0,0
0.40800000000000025,0.23251842392459451,-0.018792127023388616,0.2317577904328445,0.8843059726344357,1.0905461578474955,1.1081944591704054,4.733571291768672,4,4,0,0
0.42500000000000027,0.06566607863446801,-0.009659868581053388,0.0649516806728272,0.6468137024645685,0.9691583568111645,0.9855807754282834,1.1292265941193125,4,4,0,0
0.4420000000000003,0.06851700379827233,-0.009676117285181363,0.06783032186106652,0.6468137024645685,1.0905356080241504,1.1046598995132821,4.720711105431201,4,4,0,0
0.4590000000000003,0.16065389018437198,0.02657738151332012,-0.15844025758394764,2.0128827568645513,0.9692136494318901,0.9828340623896857,1.0975857058828284,4,4,0,0
0.4760000000000003,0.15180039689075817,0.02642003496846712,-0.14948358521408522,2.0128827568645513,1.0905838302762934,1.10229403196933,4.713242516764172,4,4,0,0
0.4930000000000003,0.19422681047161613,0.07178711823976869,0.18047344281308142,1.027408017202892,0.9691909714028324,0.9813751708924442,1.0773521474802634,4,4,0,0
0.5100000000000003,0.19846773739289547,0.07174612245697176,0.18504576919844595,1.027408017202892,1.0905642370448811,1.1010408884468939,4.708571788743961,4,4,0,0
0.5270000000000004,0.15234102844991707,0.02267652611503479,0.15064383197639586,2.23125698223781,0.9691485641220428,0.9802642139874702,1.0682481417248162,4,4,0,0
0.5440000000000004,0.16213813492944532,0.022483191677707737,0.16057173129284763,2.23125698223781,1.0905267956119804,1.1000850579288177,4.706497076634987,4,4,0,0
0.5610000000000004,0.10746716025492187,-0.027270427523191643,0.1039495758334752,0.8815534992051443,0.969139607264443,0.9795193324349123,1.0632124742803775,4,4,0,0
0.5780000000000004,0.11013100270846178,-0.027291555199752793,0.10669587045593687,0.8815534992051443,1.09051893781986,1.099534208003289,4.705356671448039,4,4,0,0
0.5950000000000004,0.07172277361324052,-0.026915034859285925,0.06648110373105709,1.3549158803650714,0.9691277629655979,0.9791178299938773,1.0612294389546462,4,4,0,0
0.6120000000000004,0.07736967144279507,-0.026986331545870712,0.07251071623465322,1.3549158803650714,1.0905082879087968,1.0990970496921835,4.704908985536187,4,4,0,0
0.6290000000000004,0.17061490240273364,-0.07025335442283165,0.1554796163946719,1.5380894060466994,0.9691078798532217,0.978807592101538,1.062436952998311,4,4,0,0
0.6460000000000005,0.1769112687351783,-0.07034523040624663,0.16232419894945593,1.5380894060466992,1.0904907907980532,1.0988285610813266,4.705181496942653,4,4,0,0
0.6630000000000005,0.15984352232942553,-0.004108731243960051,0.15979070673303397,1.8679992937613707,0.9691106401262224,0.9781111249075142,1.0542212201096293,4,4,0,0
0.6800000000000005,0.16815650276225788,-0.004244243902633116,0.16810293220205352,1.8679992937613707,1.090493094542708,1.09823263182751,4.703333182010881,4,4,0,0
0.6970000000000005,0.25092022463026237,-0.16030434946328853,0.1930374955070988,0.8801210431433999,0.969103969418519,0.9775791666528221,1.050678922563593,4,4,0,0
0.7140000000000005,0.253964891217959,-0.16033443385188662,0.19695439901851586,0.8801210431434,1.0904873208813106,1.0977770617514129,4.702540466428179,4,4,0,0
0.7310000000000005,0.016567794755143535,-0.006644413968729168,-0.015177074357751508,-0.7171502175798552,0.9691266206685697,0.9768460834950273,1.0400549591330905,4,4,0,0
0.7480000000000006,0.018640958722478,-0.006658396234698216,-0.017411234926761665,-0.7171502175798552,1.0905074812771656,1.0972166366507934,4.700178183653519,4,4,0,0
0.7650000000000006,0.131468277790948,-0.06275618434263208,0.11552302537620562,1.9713078695167219,0.9691155652229114,0.976570760823597,1.0393528405371262,4,4,0,0
0.7820000000000006,0.13930719518263862,-0.06290709884954993,0.12429477681699552,1.9713078695167219,1.0904974336673763,1.0969167249925902,4.700022868796252,4,5,0,0
0.7990000000000006,0.31109277272992675,0.03065432994741002,0.30957878690289675,2.1644564284982546,0.969114012098803,0.9761440547497695,1.0371574258863254,5,5,0,0
